분할경주여부,마명,마번,기수번호,조교사번호,부담구분,출전번호,경주일자,경주거리,경주등급,출전마구분,경주번호,야간경마여부,순위,마필등급,경주기록,출주두수,경주로상태,날씨,마체중,출생일,성별,소유자명,생산국,부마명,소재지,순위점수
0,파워에치드,45734,080533,70166.0,3,7,2023-12-16,1700,일반,일반,8,일반,7,5.0,111.0,11.0,불량,맑음,500.0,2020-03-18,거,박정재,한국,에치드,서울경마공원,0.4
0,챌린지삭스,40914,080602,70181.0,3,5,2023-12-16,1400,일반,일반,10,일반,5,4.0,87.2,11.0,불량,맑음,447.0,2017-04-17,암,김창식,한국,올드패션드,서울경마공원,0.6
2,서울탱크,38052,080512,70114.0,3,3,2023-12-16,1600,일반,일반,11,일반,3,2.0,99.4,10.0,불량,맑음,462.0,2014-02-15,거,조병해,미국,GIANT OAK,서울경마공원,0.7777777777777778
2,아르고스마일,46042,080608,70200.0,3,10,2023-12-16,1600,일반,일반,11,일반,6,2.0,100.0,10.0,불량,맑음,507.0,2020-03-31,수,우태율,한국,록하드텐,청림목장,0.4444444444444444
0,벌교차돌,50260,080366,70145.0,2,2,2023-12-17,1200,일반,일반,1,일반,1,6.0,75.5,11.0,포화,맑음,499.0,2021-03-27,암,유성훈,한국,언캡처드,서울경마공원,1.0
0,드림카드,45540,080473,70163.0,2,3,2023-12-17,1200,일반,일반,1,일반,3,6.0,76.5,11.0,포화,맑음,506.0,2020-03-13,수,배태곤,한국,올드패션드,서울경마공원,0.8
0,안양쓰나미,47535,080513,70103.0,2,5,2023-12-17,1200,일반,일반,1,일반,6,6.0,76.9,11.0,포화,맑음,481.0,2021-03-15,암,이상진,한국,선더모카신,서울경마공원,0.5
0,파이널고,46888,080602,70170.0,2,8,2023-12-17,1200,일반,일반,1,일반,2,6.0,76.3,11.0,포화,맑음,468.0,2021-03-25,거,럭키,한국,한센,서울경마공원,0.9
0,장비대운,46905,080476,70149.0,2,9,2023-12-17,1200,일반,일반,1,일반,5,6.0,76.6,11.0,포화,맑음,490.0,2021-03-05,암,장수영,한국,티즈원더풀,렛츠런팜장수,0.6
0,질주천하,46894,080515,70161.0,2,11,2023-12-17,1200,일반,일반,1,일반,10,6.0,79.9,11.0,포화,맑음,447.0,2021-03-28,암,제일사료(주),한국,언캡처드,서울경마공원,0.09999999999999998
0,크로마이트,45259,080603,70182.0,2,2,2023-12-17,1300,일반,일반,2,일반,8,6.0,85.2,11.0,포화,맑음,448.0,2020-01-26,거,디디에스코리아(주),한국,페더럴리스트,서울경마공원,0.30000000000000004
0,블러드마운틴,46885,080473,70110.0,2,6,2023-12-17,1300,일반,일반,2,일반,5,6.0,84.2,11.0,포화,맑음,483.0,2021-02-23,수,이상진,한국,투아너앤드서브,서울경마공원,0.6
0,스파크선더,1412246,080487,70095.0,3,2,2023-12-17,1200,일반,일반,3,일반,4,5.0,75.9,11.0,포화,맑음,478.0,2021-03-06,암,이웅열,한국,한센,서울경마공원,0.7
0,엑설런트마타,1411752,080584,70146.0,3,9,2023-12-17,1200,일반,일반,3,일반,10,5.0,78.0,11.0,포화,맑음,471.0,2021-04-23,암,박정배,한국,테스타마타,궁평캠프,0.09999999999999998
0,드론킬러,50162,080608,70164.0,3,1,2023-12-17,1300,일반,일반,4,일반,1,5.0,80.6,11.0,포화,맑음,500.0,2021-03-04,거,이관형,한국,카우보이칼,서울경마공원,1.0
0,레전드선,46901,080476,70177.0,3,3,2023-12-17,1300,일반,일반,4,일반,3,5.0,81.7,11.0,포화,맑음,494.0,2021-03-15,거,양순희,한국,지롤라모,서울경마공원,0.8
0,히어아이엠,46954,080366,70175.0,3,4,2023-12-17,1300,일반,일반,4,일반,5,5.0,82.0,11.0,포화,맑음,448.0,2021-03-03,거,허훈,한국,투아너앤드서브,서울경마공원,0.6
0,빅블레드,46206,080568,70165.0,3,7,2023-12-17,1300,일반,일반,4,일반,8,5.0,82.4,11.0,포화,맑음,435.0,2020-05-04,암,유영준,한국,투아너앤드서브,서울경마공원,0.30000000000000004
0,찬란한불꽃,46598,080602,70146.0,3,7,2023-12-17,1300,일반,일반,5,일반,4,4.0,81.0,10.0,포화,맑음,455.0,2020-05-03,암,진교원,한국,한센,서울경마공원,0.6666666666666667
0,신의반전,45808,080438,70175.0,3,9,2023-12-17,1300,일반,일반,5,일반,7,4.0,81.1,10.0,포화,맑음,467.0,2020-03-26,암,김진태a,한국,테스타마타,서울경마공원,0.33333333333333337
0,텐배거,45100,080417,70174.0,3,10,2023-12-17,1300,일반,일반,5,일반,2,4.0,80.4,10.0,포화,맑음,454.0,2019-01-25,수,김명식,한국,카우보이칼,서울경마공원,0.8888888888888888
0,마이티탭,46136,080576,70160.0,3,1,2023-12-17,1400,일반,일반,6,일반,4,4.0,88.1,10.0,포화,맑음,473.0,2020-03-29,수,조제형,한국,TAPITURE,서울경마공원,0.6666666666666667
0,나노마신,52425,080438,70175.0,3,2,2023-12-17,1400,일반,일반,6,일반,7,4.0,88.3,10.0,포화,맑음,497.0,2021-04-29,거,씨유네트워크,미국,GOLDENCENTS,서울경마공원,0.33333333333333337
0,울트라드래곤,52422,080584,70175.0,3,5,2023-12-17,1400,일반,일반,6,일반,8,4.0,89.0,10.0,포화,맑음,469.0,2021-04-22,수,(주)메타플렉스,미국,KLIMT,서울경마공원,0.2222222222222222
0,굿해피,52505,080366,70117.0,3,6,2023-12-17,1400,일반,일반,6,일반,1,4.0,87.2,10.0,포화,맑음,523.0,2021-02-08,거,김지훈,미국,CLOUD COMPUTING,서울경마공원,1.0
0,대흥클래스,46016,080337,70152.0,3,11,2023-12-17,1400,일반,일반,6,일반,3,4.0,87.9,10.0,포화,맑음,466.0,2020-03-26,수,임한용,한국,콩코드포인트,서울경마공원,0.7777777777777778
0,대사리,44821,080576,70244.0,3,6,2023-12-17,1800,일반,일반,7,일반,1,3.0,114.5,11.0,포화,맑음,495.0,2019-04-13,거,노만영,한국,아치아치아치,태극호스파크,1.0
0,원평코드,44526,080103,70148.0,3,8,2023-12-17,1800,일반,일반,7,일반,3,3.0,116.4,11.0,포화,맑음,507.0,2019-04-29,거,김용재,한국,메니피,서울경마공원,0.8
0,금세다,43400,080547,70163.0,3,10,2023-12-17,1800,일반,일반,7,일반,4,3.0,116.8,11.0,포화,맑음,496.0,2018-04-07,거,배태곤,한국,테스타마타,서울경마공원,0.7
2,아이엠짱,52661,080366,70160.0,3,2,2023-12-17,1400,일반,일반,9,일반,1,3.0,85.6,10.0,포화,맑음,507.0,2021-02-20,수,조제형,미국,SKY MESA,서울경마공원,1.0
2,아침동자,46007,080484,70165.0,3,4,2023-12-17,1400,일반,일반,9,일반,2,3.0,85.6,10.0,포화,맑음,476.0,2020-02-20,수,배영한,한국,한센,렛츠런팜장수,0.8888888888888888
1,한강보스,44473,080602,70094.0,3,8,2023-12-17,1400,일반,일반,10,일반,1,3.0,86.0,10.0,포화,맑음,487.0,2019-04-15,거,김학록,한국,카우보이칼,서울경마공원,1.0
1,슈어윈,45240,080103,70096.0,3,7,2023-12-17,1600,일반,일반,11,일반,10,2.0,102.7,10.0,포화,맑음,408.0,2020-02-13,암,지성배,한국,BERNARDINI,서울경마공원,0.0
1,나올스나이퍼,46099,080366,70197.0,3,9,2023-12-17,1600,일반,일반,11,일반,1,2.0,100.2,10.0,포화,맑음,526.0,2020-03-24,수,이경호a,한국,투아너앤드서브,렛츠런팜장수,1.0
0,선더여걸,1412240,080547,70114.0,2,4,2023-12-23,1300,일반,일반,1,일반,4,6.0,84.0,11.0,양호,맑음,460.0,2021-03-13,암,조병해,한국,선더모카신,서울경마공원,0.7
0,드래곤스퀘어,46783,080611,70265.0,2,9,2023-12-23,1300,일반,일반,1,일반,3,6.0,83.5,11.0,양호,맑음,489.0,2021-02-19,거,(주)메타플렉스,한국,퍼지,서울경마공원,0.8
1,토호마켓,46650,080515,70170.0,2,2,2023-12-23,1200,일반,일반,2,일반,8,6.0,78.1,11.0,양호,맑음,457.0,2021-02-16,암,최임규,한국,레볼루셔너리,서울경마공원,0.30000000000000004
1,성실대로,46818,080438,70265.0,2,5,2023-12-23,1200,일반,일반,2,일반,1,6.0,76.1,11.0,양호,맑음,483.0,2021-03-28,암,이동훈,한국,섀클포드,서울경마공원,1.0
1,볼린,47192,080103,70145.0,2,9,2023-12-23,1200,일반,일반,2,일반,6,6.0,77.8,11.0,양호,맑음,480.0,2021-04-25,수,신명석,한국,한센,서울경마공원,0.5
1,로열플러스,47424,080476,70168.0,2,10,2023-12-23,1200,일반,일반,2,일반,4,6.0,77.5,11.0,양호,맑음,436.0,2021-04-20,암,이장호,한국,퍼지,서울경마공원,0.7
1,정성바이스,45704,080435,70165.0,2,11,2023-12-23,1200,일반,일반,2,일반,9,6.0,78.3,11.0,양호,맑음,438.0,2020-03-08,거,전성열,한국,올드패션드,궁평목장,0.19999999999999996
0,스톰브레이커,50108,080476,70164.0,3,8,2023-12-23,1400,일반,일반,4,일반,1,5.0,89.0,11.0,양호,맑음,513.0,2021-03-17,수,오종택,한국,카우보이칼,서울경마공원,1.0
0,골든아너,44881,080611,70182.0,3,1,2023-12-23,1700,일반,일반,5,일반,7,4.0,113.8,10.0,양호,맑음,489.0,2019-03-31,수,디디에스코리아(주),한국,투아너앤드서브,서울경마공원,0.33333333333333337
0,위즈러너,54008,080486,70265.0,3,8,2023-12-23,1600,일반,일반,6,일반,7,4.0,105.5,9.0,양호,맑음,492.0,2021-04-07,거,최몽주,미국,VINO ROSSO,서울경마공원,0.25
0,베스트토르,46897,080603,70053.0,2,3,2023-12-24,1200,일반,일반,1,일반,9,6.0,78.3,11.0,다습,맑음,472.0,2021-03-09,거,베스트샤인조합,한국,모던카우보이,서울경마공원,0.19999999999999996
0,호명퀸,51463,080473,70163.0,2,5,2023-12-24,1200,일반,일반,1,일반,7,6.0,77.3,11.0,다습,맑음,459.0,2021-03-12,암,양일추,한국,티즈원더풀,서울경마공원,0.4
0,천행챗,46694,080434,70144.0,2,6,2023-12-24,1200,일반,일반,1,일반,2,6.0,76.4,11.0,다습,맑음,421.0,2021-02-08,암,조금제,한국,미스치비어슬리,서울경마공원,0.9
0,로열베스트,47427,080578,70164.0,2,8,2023-12-24,1200,일반,일반,1,일반,3,6.0,76.6,11.0,다습,맑음,467.0,2021-04-12,수,박민지,한국,한센,서울경마공원,0.8
2,한강글로리,1411984,080417,70094.0,2,1,2023-12-24,1200,일반,일반,2,일반,2,6.0,76.8,10.0,다습,맑음,481.0,2021-04-10,수,조금제,한국,한센,서울경마공원,0.8888888888888888
2,붉은폭풍,46204,080435,70165.0,2,3,2023-12-24,1200,일반,일반,2,일반,7,6.0,77.9,10.0,다습,맑음,464.0,2020-04-30,수,홍상기,한국,한센,(주)궁평캠프,0.33333333333333337
2,학산대세,47264,080562,70145.0,2,5,2023-12-24,1200,일반,일반,2,일반,6,6.0,77.9,10.0,다습,맑음,428.0,2021-01-20,암,황봉기,한국,사우스비치,서울경마공원,0.4444444444444444
2,서울돌풍,46943,080476,70181.0,2,6,2023-12-24,1200,일반,일반,2,일반,4,6.0,77.7,10.0,다습,맑음,470.0,2021-03-13,거,황은호,한국,한센,서울경마공원,0.6666666666666667
2,선더에이원,1411562,080438,70248.0,2,7,2023-12-24,1200,일반,일반,2,일반,5,6.0,77.8,10.0,다습,맑음,443.0,2021-03-01,거,임영수,한국,선더모카신,서울경마공원,0.5555555555555556
2,클래스희망,45075,080603,70117.0,2,8,2023-12-24,1200,일반,일반,2,일반,10,6.0,111.2,10.0,다습,맑음,485.0,2019-03-20,암,희망홀스,한국,카우보이칼,제주브리더스파크,0.0
2,골든볼,47501,080337,70152.0,2,9,2023-12-24,1200,일반,일반,2,일반,3,6.0,77.6,10.0,다습,맑음,452.0,2021-03-28,암,민홍기,한국,티즈원더풀,서울경마공원,0.7777777777777778
0,스타트렉,46674,080562,70199.0,3,1,2023-12-24,1300,일반,일반,3,일반,3,5.0,82.6,10.0,다습,맑음,512.0,2021-03-01,거,(주)나스카,한국,페더럴리스트,서울경마공원,0.7777777777777778
0,코스모런,44877,080434,70165.0,3,7,2023-12-24,1300,일반,일반,3,일반,2,5.0,82.0,10.0,다습,맑음,511.0,2019-05-28,암,유수현,한국,연승대로,궁평목장,0.8888888888888888
0,내길의위너,47331,080486,70167.0,3,10,2023-12-24,1200,일반,일반,4,일반,4,5.0,76.9,10.0,다습,맑음,471.0,2021-03-30,수,유종국,한국,미스터크로우,서울경마공원,0.6666666666666667
0,제이에스로드,45729,080547,70179.0,3,2,2023-12-24,1200,일반,일반,5,일반,1,4.0,75.4,11.0,다습,맑음,499.0,2020-04-01,수,박민지,한국,TWIRLING CANDY,서울경마공원,1.0
0,킹다이아,45382,080530,70167.0,3,6,2023-12-24,1200,일반,일반,5,일반,8,4.0,76.9,11.0,다습,맑음,514.0,2020-02-22,거,김아라,한국,지롤라모,서울경마공원,0.30000000000000004
0,울트라삭스,45476,080103,70174.0,3,7,2023-12-24,1200,일반,일반,5,일반,9,4.0,77.6,11.0,다습,맑음,456.0,2020-03-04,암,김창식,한국,올드패션드,서울경마공원,0.19999999999999996
0,퍼펙트건맨,45533,080438,70200.0,3,7,2023-12-24,1800,일반,일반,6,일반,9,4.0,124.9,9.0,다습,맑음,509.0,2020-03-19,거,박재범,한국,올드패션드,서울경마공원,0.0
0,글로벌보배,43713,080562,70148.0,3,6,2023-12-24,1400,일반,일반,7,일반,4,1.0,87.6,12.0,다습,맑음,451.0,2019-03-13,수,장재형,한국,카우보이칼,서울경마공원,0.7272727272727273
0,비케이벨,47463,080438,70199.0,2,2,2023-12-25,1200,일반,일반,1,일반,9,6.0,79.2,11.0,다습,눈,460.0,2021-04-27,암,함승원,한국,투아너앤드서브,서울경마공원,0.19999999999999996
0,주링스카이,47071,080515,70150.0,2,3,2023-12-25,1200,일반,일반,1,일반,7,6.0,78.6,11.0,다습,눈,479.0,2021-03-28,암,최임규,한국,파워블레이드,서울경마공원,0.4
0,케레르,47431,080337,70197.0,2,10,2023-12-25,1200,일반,일반,1,일반,6,6.0,77.8,11.0,다습,눈,444.0,2021-04-18,암,이종욱,한국,섀클포드,서울경마공원,0.5
2,원더풀시킹,46713,080548,70096.0,2,2,2023-12-25,1300,일반,일반,2,일반,2,6.0,83.7,11.0,다습,맑음,446.0,2021-01-16,암,(주)녹원목장,한국,테스타마타,서울경마공원,0.9
1,선갤런트,47012,080476,70096.0,2,1,2023-12-25,1300,일반,일반,3,일반,11,6.0,89.1,11.0,다습,맑음,445.0,2021-03-25,수,이신근,한국,커널존,서울경마공원,0.0
1,슬램드래곤,46781,080576,70265.0,2,3,2023-12-25,1300,일반,일반,3,일반,3,6.0,83.6,11.0,다습,맑음,473.0,2021-02-26,수,(주)메타플렉스,한국,파워블레이드,송암축산,0.8
1,대원용마,1412289,080603,70165.0,2,4,2023-12-25,1300,일반,일반,3,일반,6,6.0,84.8,11.0,다습,맑음,450.0,2021-02-28,거,이혜섭,한국,투아너앤드서브,궁평목장,0.5
1,레인스타,1412244,080608,70114.0,2,9,2023-12-25,1300,일반,일반,3,일반,5,6.0,84.3,11.0,다습,맑음,473.0,2021-04-05,암,김선식,한국,티즈원더풀,서울경마공원,0.6
1,백룡,47024,080473,70098.0,2,10,2023-12-25,1300,일반,일반,3,일반,2,6.0,83.4,11.0,다습,맑음,457.0,2021-03-25,수,최홍일,한국,백광,서울경마공원,0.9
0,탱글이,46333,080602,70177.0,2,2,2023-12-25,1700,일반,일반,4,일반,2,6.0,115.5,11.0,다습,맑음,460.0,2020-05-19,수,차청일,한국,투아너앤드서브,서울경마공원,0.9
0,그래티튜드,46161,080533,70167.0,2,9,2023-12-25,1700,일반,일반,4,일반,7,6.0,118.2,11.0,다습,맑음,449.0,2020-04-30,암,(주)일진코스메틱,한국,파워블레이드,서울경마공원,0.4
0,트리스탄왕자,47064,080513,70103.0,3,5,2023-12-25,1200,일반,일반,5,일반,7,5.0,77.2,9.0,다습,맑음,494.0,2021-03-10,거,이상진,한국,언캡처드,서울경마공원,0.25
0,마이티캡,47348,080486,70160.0,3,8,2023-12-25,1200,일반,일반,5,일반,3,5.0,75.9,9.0,다습,맑음,488.0,2021-04-26,암,조제형,한국,언캡처드,서울경마공원,0.75
0,남산무적,43840,080562,70174.0,3,1,2023-12-25,1600,일반,일반,6,일반,4,5.0,105.1,10.0,다습,맑음,463.0,2019-02-27,수,이기선,한국,메니피,서울경마공원,0.6666666666666667
0,컴플리트리더,45555,080487,70175.0,3,7,2023-12-25,1600,일반,일반,6,일반,3,5.0,104.5,10.0,다습,맑음,471.0,2020-03-23,거,장석영,한국,테스타마타,서울경마공원,0.7777777777777778
1,미스윈스타,45894,080473,70110.0,3,2,2023-12-25,1300,일반,일반,7,일반,6,4.0,83.1,11.0,다습,맑음,549.0,2020-03-29,수,송창오,한국,선더모카신,서울경마공원,0.5
1,정상에이스,53937,080366,70175.0,3,10,2023-12-25,1300,일반,일반,7,일반,2,4.0,81.0,11.0,다습,맑음,470.0,2021-01-08,수,정동진,미국,MOHAYMEN,서울경마공원,0.9
1,카우보이탱고,42292,080337,70152.0,3,11,2023-12-25,1300,일반,일반,7,일반,1,4.0,80.8,11.0,다습,맑음,494.0,2018-02-15,거,임동현,한국,카우보이칼,서울경마공원,1.0
2,오라칸,54010,080562,70160.0,3,2,2023-12-25,1300,일반,일반,8,일반,6,4.0,82.6,11.0,다습,맑음,463.0,2021-02-22,수,유정희,미국,FREE DROP BILLY,서울경마공원,0.5
0,파이널축제,45339,080486,70170.0,3,1,2023-12-25,1400,일반,일반,9,일반,9,4.0,91.6,10.0,다습,맑음,495.0,2020-03-10,수,럭키,한국,지롤라모,서울경마공원,0.11111111111111116
0,주몽천하,46261,080366,70175.0,3,4,2023-12-25,1400,일반,일반,9,일반,5,4.0,89.3,10.0,다습,맑음,490.0,2020-02-15,거,씨유네트워크,한국,카우보이칼,서울경마공원,0.5555555555555556
0,거센반격,1412290,080122,70181.0,3,9,2023-12-25,1400,일반,일반,9,일반,1,4.0,87.7,10.0,다습,맑음,457.0,2021-01-22,거,강석대,한국,투아너앤드서브,서울경마공원,1.0
0,티나케이,54020,080602,70149.0,3,3,2023-12-25,1200,일반,일반,11,일반,9,4.0,77.1,11.0,다습,맑음,462.0,2021-02-03,암,강경운,미국,KLIMT,서울경마공원,0.19999999999999996
0,이스트점프,54026,080366,70175.0,3,5,2023-12-25,1200,일반,일반,11,일반,2,4.0,75.5,11.0,다습,맑음,524.0,2021-04-26,암,김영구,미국,CREATIVE CAUSE,서울경마공원,0.9
0,터보삭스,54025,080608,70181.0,3,8,2023-12-25,1200,일반,일반,11,일반,8,4.0,77.0,11.0,다습,맑음,407.0,2021-03-01,암,김창식,미국,MO TOWN,궁평캠프,0.30000000000000004
0,마이티룩,52001,080576,70160.0,3,1,2023-12-25,1200,일반,일반,12,일반,5,2.0,74.3,11.0,다습,맑음,466.0,2020-01-28,암,조제형,미국,ARMY MULE,서울경마공원,0.6
0,어서말을해,53724,080103,70164.0,3,3,2023-12-25,1200,일반,일반,12,일반,9,2.0,75.1,11.0,다습,맑음,479.0,2021-02-06,수,우태율,미국,MOR SPIRIT,서울경마공원,0.19999999999999996
2,슈퍼블루문,47439,080473,70166.0,2,1,2023-12-30,1200,일반,Rookie2,1,일반,11,6.0,79.5,11.0,다습,눈,461.0,2021-04-15,거,오종환,한국,인디언킹,서울경마공원,0.0
2,드래곤판타지,47315,080366,70197.0,2,4,2023-12-30,1200,일반,Rookie2,1,일반,5,6.0,77.1,11.0,다습,눈,484.0,2021-04-30,거,(주)메타플렉스,한국,섀클포드,제이엔씨동물병원,0.6
2,엔트로피,47419,080103,70149.0,2,6,2023-12-30,1200,일반,Rookie2,1,일반,1,6.0,76.2,11.0,다습,눈,493.0,2021-03-31,수,안영환,한국,한센,서울경마공원,1.0
2,서부챔프,47392,080548,70165.0,2,11,2023-12-30,1200,일반,Rookie2,1,일반,4,6.0,77.0,11.0,다습,눈,526.0,2021-02-25,암,부건영,한국,경부대로,서울경마공원,0.7
0,제라퀸,46686,080550,70177.0,2,1,2023-12-30,1300,일반,일반,3,일반,4,6.0,82.5,11.0,다습,눈,454.0,2021-01-20,암,하늬바람,한국,선더모카신,서울경마공원,0.7
0,그레이트스톰,1412124,080366,70149.0,2,9,2023-12-30,1300,일반,일반,3,일반,2,6.0,82.4,11.0,다습,눈,455.0,2021-04-30,거,우순근,한국,오버애널라이즈,서울경마공원,0.9
0,명진불패,46756,080513,70225.0,2,11,2023-12-30,1300,일반,일반,3,일반,1,6.0,82.1,11.0,다습,눈,428.0,2021-03-06,암,(주)자성실업,한국,섀클포드,서울경마공원,1.0
0,신의운명,47543,080548,70225.0,2,7,2023-12-30,1400,일반,일반,4,일반,2,6.0,89.9,11.0,다습,눈,486.0,2021-04-02,거,김진태a,한국,퍼지,서울경마공원,0.9
0,스터닝서브,46872,080435,70165.0,2,8,2023-12-30,1400,일반,일반,4,일반,4,6.0,90.2,11.0,다습,눈,447.0,2021-02-23,수,박정배,한국,투아너앤드서브,서울경마공원,0.7
0,아치메모리,44846,080533,70166.0,3,2,2023-12-30,1400,일반,일반,5,일반,6,5.0,90.0,11.0,다습,눈,467.0,2019-05-15,암,권광세,한국,아치아치아치,서울경마공원,0.5
0,월드섀넌스,1412328,080103,70145.0,3,1,2023-12-30,1200,일반,일반,6,일반,1,5.0,74.2,11.0,다습,눈,485.0,2021-04-30,거,송태형,한국,뉴화이트삭스,서울경마공원,1.0
0,원더풀티지,45829,080598,70117.0,3,1,2023-12-30,1700,일반,일반,7,일반,11,5.0,119.5,11.0,다습,눈,505.0,2020-04-28,거,지대섭,한국,티즈웨이,렛츠런팜장수,0.0
0,파워에치드,45734,080473,70166.0,3,10,2023-12-30,1700,일반,일반,7,일반,4,5.0,114.9,11.0,다습,눈,489.0,2020-03-18,거,박정재,한국,에치드,서울경마공원,0.7
0,지모션,45183,080530,70244.0,3,8,2023-12-30,1800,일반,일반,8,일반,4,3.0,118.8,10.0,다습,흐림,438.0,2020-01-12,거,이기선,한국,SUMMER FRONT,송암축산,0.6666666666666667
0,슈퍼피니시,45783,080417,70170.0,3,10,2023-12-30,1800,일반,일반,8,일반,9,3.0,119.5,10.0,다습,흐림,479.0,2020-04-14,수,강현철,한국,페더럴리스트,(주)궁평캠프,0.11111111111111116
0,월드베리언스,53290,080513,70170.0,3,1,2023-12-30,1400,일반,일반,9,일반,7,4.0,89.1,10.0,다습,흐림,487.0,2021-02-18,수,송태형,미국,TAPITURE,서울경마공원,0.33333333333333337
0,파워군주,54048,080473,70179.0,3,5,2023-12-30,1400,일반,일반,9,일반,1,4.0,87.0,10.0,다습,흐림,504.0,2021-03-01,수,박정재,미국,GHOSTZAPPER,서울경마공원,1.0
0,원평타운,45302,080476,70148.0,3,8,2023-12-30,1400,일반,일반,9,일반,10,4.0,92.5,10.0,다습,흐림,512.0,2020-02-23,수,김용재,한국,MO TOWN,서울경마공원,0.0
0,스퍼트빗,53093,080476,70148.0,3,2,2023-12-30,1600,일반,일반,11,일반,5,3.0,101.8,10.0,다습,흐림,494.0,2021-02-09,수,(주)디알엠씨티,미국,TIZNOW,서울경마공원,0.5555555555555556
0,히어로파이터,52472,080487,70108.0,3,10,2023-12-30,1600,일반,일반,11,일반,3,3.0,101.2,10.0,다습,흐림,486.0,2021-03-24,수,임재형,미국,AMERICAN FREEDOM,서울경마공원,0.7777777777777778
1,국대파이터,47079,080103,70152.0,2,1,2023-12-31,1200,일반,Rookie2,1,일반,2,6.0,74.3,12.0,불량,흐림,447.0,2021-03-30,수,임한용,한국,프리덤차일드,서울경마공원,0.9090909090909091
1,에클레어파워,52626,080530,70182.0,2,2,2023-12-31,1200,일반,Rookie2,1,일반,6,6.0,76.7,12.0,불량,흐림,476.0,2021-05-05,거,(주)엑스포라인,한국,컬러즈플라잉,서울경마공원,0.5454545454545454
1,동진불패,1412243,080473,70163.0,2,4,2023-12-31,1200,일반,Rookie2,1,일반,4,6.0,74.5,12.0,불량,흐림,483.0,2021-05-03,수,민규동,한국,파이널보스,서울경마공원,0.7272727272727273
1,세광질주,47144,080486,70168.0,2,5,2023-12-31,1200,일반,Rookie2,1,일반,5,6.0,76.5,12.0,불량,흐림,486.0,2021-04-25,거,남춘우,한국,한센,서울경마공원,0.6363636363636364
1,크라운함성,47001,080366,70181.0,2,6,2023-12-31,1200,일반,Rookie2,1,일반,1,6.0,73.8,12.0,불량,흐림,495.0,2021-02-27,암,황의영,한국,프리덤차일드,서울경마공원,1.0
1,벌교삼족오,50259,080361,70197.0,2,9,2023-12-31,1200,일반,Rookie2,1,일반,9,6.0,77.4,12.0,불량,흐림,481.0,2021-03-30,수,유성훈,한국,레볼루셔너리,서울경마공원,0.2727272727272727
1,인피니트아너,47314,080578,70174.0,2,10,2023-12-31,1200,일반,Rookie2,1,일반,10,6.0,77.4,12.0,불량,흐림,461.0,2021-03-18,거,김중길,한국,카우보이칼,서울경마공원,0.18181818181818177
1,영광의월드,47231,080476,70164.0,2,11,2023-12-31,1200,일반,Rookie2,1,일반,3,6.0,74.4,12.0,불량,흐림,486.0,2021-05-30,거,변창덕,한국,언캡처드,서울경마공원,0.8181818181818181
1,라온파라노마,1411957,080487,70095.0,2,12,2023-12-31,1200,일반,Rookie2,1,일반,8,6.0,77.2,12.0,불량,흐림,470.0,2021-04-30,암,손천수,한국,언캡처드,서울경마공원,0.36363636363636365
0,오송의별,47041,080103,70164.0,2,7,2023-12-31,1200,일반,일반,2,일반,9,6.0,76.7,10.0,불량,흐림,479.0,2021-04-14,거,씨유네트워크,한국,카우보이칼,서울경마공원,0.11111111111111116
0,엑설런트탄,1412210,080435,70170.0,2,11,2023-12-31,1200,일반,일반,2,일반,8,6.0,75.9,10.0,불량,흐림,477.0,2021-05-22,거,박준배,한국,언캡처드,서울경마공원,0.2222222222222222
0,나라올라,47413,080603,70108.0,2,3,2023-12-31,1300,일반,일반,3,일반,5,6.0,82.8,11.0,불량,흐림,505.0,2021-05-07,수,김한수,한국,오버애널라이즈,서울경마공원,0.6
0,원평강자,47029,080487,70108.0,2,11,2023-12-31,1300,일반,일반,3,일반,1,6.0,81.5,11.0,불량,흐림,487.0,2021-04-05,거,김용재,한국,퍼지,서울경마공원,1.0
0,달맞이,46127,080417,70103.0,3,7,2023-12-31,1400,일반,일반,4,일반,1,5.0,88.4,11.0,불량,흐림,459.0,2020-04-20,수,박태준,한국,디바인파크,서울경마공원,1.0
0,블랙벨트,46935,080530,70244.0,3,10,2023-12-31,1400,일반,일반,4,일반,2,5.0,88.4,11.0,불량,흐림,496.0,2021-03-24,수,이강운,한국,SPEIGHTSTER,서울경마공원,0.9
0,스마트삭스,46221,080533,70167.0,3,4,2023-12-31,1200,일반,일반,5,일반,9,5.0,77.2,11.0,불량,흐림,434.0,2020-04-27,암,김창식,한국,카우보이칼,렛츠런팜장수,0.19999999999999996
0,참좋은질주,46963,080476,70148.0,3,11,2023-12-31,1200,일반,일반,5,일반,1,5.0,74.1,11.0,불량,흐림,510.0,2021-03-10,암,임동현,한국,컬러즈플라잉,서울경마공원,1.0
0,럭키파티,46791,080366,70164.0,3,3,2023-12-31,1300,일반,일반,6,일반,1,5.0,80.2,10.0,불량,흐림,501.0,2021-02-07,수,럭키팜,한국,퍼지,서울경마공원,1.0
0,스마트캣,47160,080417,70094.0,3,11,2023-12-31,1300,일반,일반,6,일반,3,5.0,80.8,10.0,불량,흐림,462.0,2021-04-05,수,함평제일,한국,오버애널라이즈,서울경마공원,0.7777777777777778
0,아르고리치,45921,080366,70164.0,3,5,2023-12-31,1600,일반,일반,7,일반,1,4.0,100.9,10.0,포화,흐림,492.0,2020-04-08,수,우태율,한국,컬러즈플라잉,서울경마공원,1.0
