분할경주여부,마명,마번,기수번호,조교사번호,부담구분,출전번호,대상경주명,경주일자,경주거리,경주등급,출전마구분,경주번호,야간경마여부,순위,확정배당율(단승식),편성두수,마필등급,경주기록,출주두수,경주로상태,날씨,마체중,모마명,출생일,성별,소유자명,생산국,부마명,소재지
0,서부챔프,47392,080548,70165.0,3,2,일반,20240512,1700,일반,일반,5,일반,10,3.7,10,5,113.9,10.0,다습,맑음,519.0,재퍼댄싱,2021-02-25(5세),암,부건영,한국,경부대로,서울경마공원
0,파워에치드,45734,080339,70166.0,3,9,일반,20240512,1700,일반,일반,5,일반,4,3.7,10,5,111.8,10.0,다습,맑음,495.0,베트파티,2020-03-18(6세),거,박정재,한국,에치드,서울경마공원
0,울트라삭스,45476,080405,70174.0,3,3,일반,20240512,1300,일반,일반,6,일반,10,3.2,11,4,83.0,11.0,다습,맑음,463.0,그레이스필,2020-03-04(6세),암,김창식,한국,올드패션드,서울경마공원
0,클림트월드,52513,080613,70160.0,3,5,일반,20240512,1300,일반,일반,6,일반,9,3.2,11,4,82.5,11.0,다습,맑음,502.0,MILDRED,2021-02-09(5세),수,이혜란,미국,KLIMT,서울경마공원
0,정성팩터,54030,080603,70165.0,3,10,일반,20240512,1300,일반,일반,6,일반,8,3.2,11,4,82.2,11.0,다습,맑음,454.0,DILLINGHAM,2021-04-09(5세),수,전성열,미국,THE FACTOR,서울경마공원
0,힐링헤이븐,52417,080578,70199.0,3,11,일반,20240512,1300,일반,일반,6,일반,4,3.2,11,4,81.0,11.0,다습,맑음,459.0,FORMBY,2020-02-18(6세),암,이장운,미국,SHAMAN GHOST,서울경마공원
0,골든아너,44881,080530,70182.0,3,5,일반,20240512,1800,일반,일반,7,일반,9,3.9,11,4,119.9,11.0,다습,맑음,482.0,골든로즈,2019-03-31(7세),수,디디에스코리아(주),한국,투아너앤드서브,서울경마공원
0,브라운골드,46946,080614,70265.0,3,6,일반,20240512,1800,일반,일반,7,일반,10,3.9,11,4,120.9,11.0,다습,맑음,528.0,스트리트골드,2021-03-25(5세),거,이강운,한국,섀클포드,서울경마공원
0,킹다이아,45382,080417,70167.0,3,8,일반,20240512,1800,일반,일반,7,일반,7,3.9,11,4,119.6,11.0,다습,맑음,503.0,토츠어돕스,2020-02-22(6세),거,김아라,한국,지롤라모,서울경마공원
0,홀리데이참,42869,080476,70110.0,3,9,일반,20240512,1800,일반,일반,7,일반,4,3.9,11,4,119.0,11.0,다습,맑음,471.0,메긴즈홀리데이,2018-03-27(8세),거,투애니포,한국,애니기븐새터데이,서울경마공원
0,메가드래곤,47050,080582,70244.0,2,2,코리안더비(Grade1),20240512,1800,대상,일반,8,일반,10,47.5,16,11,118.2,15.0,다습,맑음,519.0,스핀,2021-02-15(5세),수,김형란,한국,사이먼퓨어,렛츠런팜장수
0,은파사랑,46839,080587,70165.0,2,5,코리안더비(Grade1),20240512,1800,대상,일반,8,일반,1,47.5,16,2,116.6,15.0,다습,맑음,446.0,아침사랑,2021-02-27(5세),수,이미경,한국,한센,청림목장
0,라라케이,46856,080417,70179.0,2,10,코리안더비(Grade1),20240512,1800,대상,일반,8,일반,11,47.5,16,12,118.3,15.0,다습,맑음,462.0,화려한비상,2021-02-07(5세),수,강경운,한국,한센,서울경마공원
0,지구라트,1412299,080405,70181.0,2,11,코리안더비(Grade1),20240512,1800,대상,일반,8,일반,13,47.5,16,14,119.8,15.0,다습,맑음,466.0,위즈스파크,2021-03-01(5세),거,김정철,한국,콩코드포인트,서울경마공원
0,우마포이,47557,080513,70096.0,2,13,코리안더비(Grade1),20240512,1800,대상,일반,8,일반,7,47.5,16,8,117.6,15.0,다습,맑음,500.0,에스에스벨,2021-03-03(5세),수,기무라요시아키,한국,퍼지,렛츠런팜장수
0,스피드원,46711,080405,70182.0,2,15,코리안더비(Grade1),20240512,1800,대상,일반,8,일반,95,47.5,16,1,,15.0,다습,맑음,483.2631578947368,라이프앳더탑,2021-01-31(5세),수,박남성,한국,테스타마타,서울경마공원
0,미라클한강,46832,080417,70094.0,3,3,일반,20240512,1200,일반,일반,9,일반,2,11.2,11,3,73.0,11.0,다습,맑음,502.0,미스보스케스,2021-02-25(5세),거,조금제,한국,한센,서울경마공원
0,엠제이베스트,42046,080612,70225.0,3,6,일반,20240512,1200,일반,일반,9,일반,4,11.2,11,3,73.1,11.0,다습,맑음,488.0,주얼리파티,2018-05-19(8세),수,박정재,한국,카우보이칼,서울경마공원
0,불타는심장,54119,080602,70179.0,3,5,일반,20240512,1600,일반,일반,10,일반,6,6.8,10,3,101.4,10.0,다습,맑음,478.0,LADY OVERBOARD,2021-04-18(5세),거,윤우환,미국,SOLOMINI,서울경마공원
0,원더풀로드,47440,080568,70165.0,2,5,일반,20240518,1200,일반,일반,1,일반,1,2.7,11,6,74.6,11.0,다습,맑음,508.0,머제스틱뷰티,2021-04-12(5세),수,지대섭,한국,제이피즈거스토,궁평목장
0,새로운가이,46945,080602,70149.0,2,10,일반,20240518,1200,일반,일반,1,일반,5,2.7,11,6,76.6,11.0,다습,맑음,494.0,새로운가문,2021-02-27(5세),수,김종근,한국,선더모카신,서울경마공원
0,피엔에스미,46772,080608,70117.0,2,3,일반,20240518,1300,일반,일반,2,일반,7,6.9,11,6,85.4,10.0,다습,맑음,469.0,미스블루,2021-02-26(5세),암,피엔에스홈즈,한국,파워블레이드,서울경마공원
0,어메이징록,1411900,080366,70167.0,2,7,일반,20240518,1300,일반,일반,2,일반,3,6.9,11,6,82.7,10.0,다습,맑음,476.0,캔디스골드,2021-04-02(5세),암,범한산업,한국,인디밴드,서울경마공원
0,피엔에스날라,47246,080608,70117.0,3,1,일반,20240518,1200,일반,일반,3,일반,7,14.5,11,5,76.2,8.0,다습,맑음,474.0,로열조이,2021-03-04(5세),거,피엔에스커튼월,한국,천구,서울경마공원
0,아치클래스,46048,080565,70103.0,3,3,일반,20240518,1200,일반,일반,3,일반,94,14.5,11,5,,8.0,다습,맑음,454.0,플라잉라푼젤,2020-04-20(6세),암,송암축산,한국,아치아치아치,송암축산
0,로열베스트,47427,080613,70164.0,3,8,일반,20240518,1200,일반,일반,3,일반,2,14.5,11,5,74.6,8.0,다습,맑음,476.0,로열스텝,2021-04-12(5세),수,박민지,한국,한센,서울경마공원
0,스페셜포스,46648,080476,70198.0,3,1,일반,20240518,1300,일반,일반,4,일반,10,12.8,11,5,84.2,11.0,다습,맑음,437.0,스페셜찬스,2021-02-06(5세),암,이상진,한국,언캡처드,서울경마공원
0,골드베르크,47186,080484,70179.0,3,5,일반,20240518,1300,일반,일반,4,일반,9,12.8,11,5,83.0,11.0,다습,맑음,444.0,트룰레이드빌,2021-04-15(5세),암,이정화,한국,카우보이칼,서울경마공원
0,엑설런트마타,1411752,080608,70146.0,3,6,일반,20240518,1300,일반,일반,4,일반,6,12.8,11,5,82.7,11.0,다습,맑음,461.0,프라그노시스,2021-04-23(5세),암,박정배,한국,테스타마타,궁평캠프
0,드래곤스퀘어,46783,080582,70265.0,3,1,일반,20240518,1700,일반,일반,5,일반,3,3.0,10,5,112.8,10.0,다습,맑음,497.0,퀸즈블레이드,2021-02-19(5세),거,(주)메타플렉스,한국,퍼지,서울경마공원
0,서머파티,1411620,080366,70167.0,3,2,일반,20240518,1700,일반,일반,5,일반,7,3.0,10,5,115.8,10.0,다습,맑음,508.0,어리틀포크,2021-03-13(5세),암,정영식,한국,인디밴드,서울경마공원
0,아마존킹,43864,080513,70265.0,3,4,일반,20240518,1200,일반,일반,6,일반,7,5.6,9,4,76.7,8.0,다습,맑음,438.0,시크릿랩소디,2019-04-06(7세),거,허훈,한국,선더모카신,서울경마공원
0,신의여제,46822,080562,70225.0,3,5,일반,20240518,1200,일반,일반,6,일반,6,5.6,9,4,75.3,8.0,다습,맑음,448.0,장산여제,2021-03-17(5세),암,김진태a,한국,올드패션드,서울경마공원
0,마의웨이,45768,080473,70163.0,3,4,일반,20240518,1200,일반,일반,7,일반,4,8.6,11,2,73.0,11.0,다습,맑음,490.0,심신지려,2020-03-09(6세),거,퍼플라인,한국,투아너앤드서브,서울경마공원
0,빈체로카발로,1412048,080438,70165.0,3,7,일반,20240518,1200,일반,일반,7,일반,3,8.6,11,2,72.7,11.0,다습,맑음,509.0,시티래스,2021-05-05(5세),수,김현강,한국,카우보이칼,서울경마공원
0,슈퍼피니시,45783,080529,70170.0,3,9,일반,20240518,1200,일반,일반,7,일반,2,8.6,11,2,72.6,11.0,다습,맑음,487.0,레드뎀,2020-04-14(6세),수,강현철,한국,페더럴리스트,(주)궁평캠프
0,한강보스,44473,080602,70094.0,3,10,일반,20240518,1200,일반,일반,7,일반,6,8.6,11,2,73.5,11.0,다습,맑음,491.0,블루그라스아타튜,2019-04-15(7세),거,김학록,한국,카우보이칼,서울경마공원
2,텐배거,45100,080476,70174.0,3,2,일반,20240518,1300,일반,일반,8,일반,2,1.5,9,4,81.6,9.0,다습,맑음,463.0,슈거빅토리,2019-01-25(7세),수,김명식,한국,카우보이칼,서울경마공원
2,슈퍼엑톤,40921,080584,70175.0,3,4,일반,20240518,1300,일반,일반,8,일반,5,1.5,9,4,82.1,9.0,다습,맑음,452.0,슈퍼플러키,2017-03-27(9세),거,(주)메타플렉스,한국,엑톤파크,서울경마공원
2,창조의아침,53291,080438,70170.0,3,5,일반,20240518,1300,일반,일반,8,일반,3,1.5,9,4,81.7,9.0,다습,맑음,514.0,BLUEGRASS MISS,2021-03-27(5세),거,강현철,미국,MUNNINGS,서울경마공원
1,은빛돌풍,46387,080339,70199.0,3,2,일반,20240518,1400,일반,일반,9,일반,10,6.5,11,4,90.2,11.0,양호,맑음,507.0,키튼즈저니,2020-04-20(6세),암,김욱수,한국,한센,서울경마공원
1,매글데이,45998,080548,70103.0,3,3,일반,20240518,1400,일반,일반,9,일반,6,6.5,11,4,88.1,11.0,양호,맑음,464.0,매글레브,2020-04-24(6세),거,하늬바람,한국,애니기븐새터데이,서울경마공원
1,챌린지삭스,40914,080602,70181.0,3,4,일반,20240518,1400,일반,일반,9,일반,3,6.5,11,4,87.9,11.0,양호,맑음,450.0,캐쥬얼애티튜드,2017-04-17(9세),암,김창식,한국,올드패션드,서울경마공원
1,하트케이,45985,080513,70179.0,3,7,일반,20240518,1400,일반,일반,9,일반,7,6.5,11,4,88.8,11.0,양호,맑음,464.0,해동의별,2020-05-01(6세),거,강경운,한국,퍼지,흙마축산
1,참좋은질주,46963,080562,70148.0,3,10,일반,20240518,1400,일반,일반,9,일반,2,6.5,11,4,87.6,11.0,양호,맑음,510.0,록코모도,2021-03-10(5세),암,임동현,한국,컬러즈플라잉,서울경마공원
1,월드블레임,54225,080582,70148.0,3,2,일반,20240518,1300,일반,일반,10,일반,4,4.4,9,4,81.0,9.0,양호,맑음,503.0,OLEANDA AVENUE,2021-02-10(5세),거,황봉기,미국,BLAME,서울경마공원
1,퀸매스터리,54244,080533,70167.0,3,5,일반,20240518,1300,일반,일반,10,일반,9,4.4,9,4,83.8,9.0,양호,맑음,455.0,PRINCESS CHAR,2021-01-23(5세),암,양경필,미국,MASTERY,대한목장
1,페어스카이즈,54017,080417,70170.0,3,6,일반,20240518,1300,일반,일반,10,일반,5,4.4,9,4,81.1,9.0,양호,맑음,479.0,GLIMPSE,2021-04-25(5세),수,김용재,미국,MIDSHIPMAN,서울경마공원
1,태칸,53721,080513,70175.0,3,8,일반,20240518,1300,일반,일반,10,일반,6,4.4,9,4,82.4,9.0,양호,맑음,480.0,GRATZIE,2021-04-19(5세),수,차청일,미국,MINESHAFT,서울경마공원
0,굿해피,52505,080405,70117.0,3,8,일반,20240518,1800,일반,일반,11,일반,5,1.4,11,3,119.4,11.0,양호,맑음,527.0,THUNDERING GALE,2021-02-08(5세),거,김지훈,미국,CLOUD COMPUTING,서울경마공원
0,정상에이스,53937,080366,70175.0,3,11,일반,20240518,1800,일반,일반,11,일반,1,1.4,11,3,117.8,11.0,양호,맑음,479.0,TOP SHEET,2021-01-08(5세),수,정동진,미국,MOHAYMEN,서울경마공원
0,브라이트카이,47494,080603,70248.0,2,2,일반,20240519,1200,일반,일반,1,일반,6,3.6,11,6,77.6,11.0,양호,맑음,447.0,새터데이나이츠럿,2021-04-29(5세),암,이중연,한국,선더모카신,서울경마공원
0,스터닝퀸,1411751,080550,70165.0,2,3,일반,20240519,1200,일반,일반,1,일반,7,3.6,11,6,77.7,11.0,양호,맑음,434.0,글로벌퀸,2021-04-26(5세),암,박성구,한국,섀클포드,궁평캠프
0,메가스텝,46675,080473,70179.0,2,5,일반,20240519,1200,일반,일반,1,일반,3,3.6,11,6,76.7,11.0,양호,맑음,422.0,콘지,2021-02-02(5세),암,피닉스,한국,FREE DROP BILLY,서울경마공원
0,컴플리트파티,46741,080487,70174.0,2,6,일반,20240519,1200,일반,일반,1,일반,2,3.6,11,6,75.5,11.0,양호,맑음,454.0,이글삭스,2021-02-09(5세),암,장석영,한국,카우보이칼,서울경마공원
0,장비대운,46905,080613,70149.0,2,9,일반,20240519,1200,일반,일반,1,일반,1,3.6,11,6,73.3,11.0,양호,맑음,494.0,신천여걸,2021-03-05(5세),암,장수영,한국,티즈원더풀,렛츠런팜장수
0,주링스카이,47071,080515,70150.0,2,1,일반,20240519,1300,일반,일반,2,일반,8,5.5,11,6,84.1,10.0,양호,맑음,474.0,주링허우,2021-03-28(5세),암,최임규,한국,파워블레이드,서울경마공원
0,강철전사,45700,080513,70170.0,2,5,일반,20240519,1300,일반,일반,2,일반,4,5.5,11,6,82.8,10.0,양호,맑음,498.0,소우전러브,2020-03-18(6세),수,허도행,한국,퍼지,서울경마공원
0,볼린,47192,080405,70145.0,2,7,일반,20240519,1300,일반,일반,2,일반,1,5.5,11,6,81.4,10.0,양호,맑음,465.0,미스킥,2021-04-25(5세),수,신명석,한국,한센,서울경마공원
0,원더풀제트,46936,080533,70197.0,2,8,일반,20240519,1300,일반,일반,2,일반,3,5.5,11,6,82.2,10.0,양호,맑음,476.0,록레인,2021-03-28(5세),수,지대섭,한국,퍼지,서울경마공원
0,동키플레이,50104,080565,70098.0,2,9,일반,20240519,1300,일반,일반,2,일반,9,5.5,11,6,84.2,10.0,양호,맑음,505.0,투스텝삼바,2021-04-09(5세),암,조현영,한국,연승대로,태극호스파크
0,토호마켓,46650,080417,70170.0,2,10,일반,20240519,1300,일반,일반,2,일반,2,5.5,11,6,81.8,10.0,양호,맑음,464.0,물보라,2021-02-16(5세),암,최임규,한국,레볼루셔너리,서울경마공원
0,강철파워,50261,080608,70110.0,2,11,일반,20240519,1300,일반,일반,2,일반,6,5.5,11,6,84.0,10.0,양호,맑음,481.0,선플라자,2021-03-08(5세),수,허건호,한국,라이언메탈,서울경마공원
0,더선파이터,47018,080609,70265.0,3,4,일반,20240519,1400,일반,일반,3,일반,2,1.1,11,5,87.4,11.0,양호,맑음,491.0,스톰커밍,2021-04-24(5세),수,한명로,한국,EXAGGERATOR,서울경마공원
0,원평강자,47029,080568,70108.0,3,5,일반,20240519,1400,일반,일반,3,일반,6,1.1,11,5,88.8,11.0,양호,맑음,491.0,금순이,2021-04-05(5세),거,김용재,한국,퍼지,서울경마공원
0,쌍옥루,44516,080584,70152.0,3,6,일반,20240519,1400,일반,일반,3,일반,7,1.1,11,5,89.0,11.0,양호,맑음,506.0,프리실라,2019-04-05(7세),거,이용식,한국,선더모카신,서울경마공원
0,백룡,47024,080473,70098.0,3,7,일반,20240519,1400,일반,일반,3,일반,4,1.1,11,5,88.1,11.0,양호,맑음,453.0,케이어센딩,2021-03-25(5세),수,최홍일,한국,백광,서울경마공원
0,테마탄생,46012,080405,70225.0,3,8,일반,20240519,1400,일반,일반,3,일반,11,1.1,11,5,95.9,11.0,양호,맑음,451.0,미스트래블린,2020-03-06(6세),거,김길리,한국,테이크차지인디,서울경마공원
0,우승콩코드,1412298,080366,70174.0,3,10,일반,20240519,1400,일반,일반,3,일반,1,1.1,11,5,86.6,11.0,양호,맑음,514.0,윌링미스,2021-03-03(5세),거,박재범,한국,콩코드포인트,서울경마공원
0,만대로,1412322,080584,70096.0,3,5,일반,20240519,1300,일반,일반,4,일반,11,3.1,11,5,83.2,11.0,양호,맑음,472.0,고운짓,2021-03-15(5세),수,최성룡,한국,아임유어파더,서울경마공원
0,탐라최강자,46461,080473,70163.0,3,7,일반,20240519,1300,일반,일반,4,일반,2,3.1,11,5,81.4,11.0,양호,맑음,452.0,탐라퀸,2020-04-21(6세),거,퍼플라인,한국,인디밴드,제주브리더스파크
0,나올대왕,45900,080339,70199.0,3,9,일반,20240519,1300,일반,일반,4,일반,4,3.1,11,5,81.4,11.0,양호,맑음,496.0,그리자이,2020-04-15(6세),거,이경호a,한국,위드디스팅션,서울경마공원
2,코스모런,44877,080582,70165.0,3,9,일반,20240519,1400,일반,일반,5,일반,5,5.2,11,4,87.8,11.0,양호,맑음,516.0,마이걸,2019-05-28(7세),암,유수현,한국,연승대로,궁평목장
2,글라디우스,50004,080103,70174.0,3,11,일반,20240519,1400,일반,일반,5,일반,1,5.2,11,4,86.2,11.0,양호,맑음,474.0,사제불이,2021-03-12(5세),암,김기종,한국,보이즈앳토스코노,서울경마공원
2,글로벌파워,45635,080529,70182.0,3,4,일반,20240519,1400,일반,일반,6,일반,6,1.7,10,3,87.3,10.0,양호,맑음,449.0,라이드미투더문,2020-03-29(6세),수,장재형,한국,카우보이칼,서울경마공원
2,킹아너,44487,080613,70117.0,3,6,일반,20240519,1400,일반,일반,6,일반,7,1.7,10,3,87.3,10.0,양호,맑음,472.0,정보왕,2019-04-18(7세),거,퍼플라인,한국,투아너앤드서브,서울경마공원
2,와일드삭스,44287,080533,70181.0,3,7,일반,20240519,1400,일반,일반,6,일반,2,1.7,10,3,86.0,10.0,양호,맑음,470.0,엠파이어캔디,2019-04-01(7세),수,김창식,한국,한센,서울경마공원
2,제이에스로드,45729,080484,70179.0,3,8,일반,20240519,1400,일반,일반,6,일반,3,1.7,10,3,86.2,10.0,양호,맑음,509.0,슬리프리스,2020-04-01(6세),수,박민지,한국,TWIRLING CANDY,서울경마공원
2,블루레몬,47081,080562,70225.0,3,9,일반,20240519,1400,일반,일반,6,일반,1,1.7,10,3,85.8,10.0,양호,맑음,448.0,마이너츠하제니,2021-03-24(5세),암,(주)나스카,한국,LOOKIN AT LUCKY,서울경마공원
2,카우보이탱고,42292,080337,70152.0,3,10,일반,20240519,1400,일반,일반,6,일반,5,1.7,10,3,87.2,10.0,양호,맑음,500.0,탱고스텝,2018-02-15(8세),거,임동현,한국,카우보이칼,서울경마공원
0,강풍마,45769,080550,70177.0,2,7,스포츠조선배,20240519,2000,대상,일반,7,일반,1,4.0,14,1,129.3,14.0,양호,맑음,537.0,원더드리머,2020-03-14(6세),수,박남성,한국,피스룰즈,서울경마공원
0,파이어파워,45397,080434,70182.0,2,8,스포츠조선배,20240519,2000,대상,일반,7,일반,3,4.0,14,3,130.3,14.0,양호,맑음,501.0,바다새,2020-03-04(6세),수,이윤석,한국,티즈원더풀,서울경마공원
0,새내타운,45229,080513,70160.0,2,12,스포츠조선배,20240519,2000,대상,일반,7,일반,9,4.0,14,9,133.0,14.0,양호,맑음,489.0,오마이크릭,2020-01-25(6세),수,문종원,한국,퍼지,서울경마공원
0,늘가을,46189,080366,70160.0,2,14,스포츠조선배,20240519,2000,대상,일반,7,일반,2,4.0,14,2,129.9,14.0,양호,맑음,490.0,허리케인드림,2020-04-27(6세),거,김다혜,한국,퍼지,스타드팜
0,빅스고,44092,080562,70149.0,1,3,서울마주협회장배(Grade2),20240519,1200,대상,일반,8,일반,8,53.7,16,8,73.6,16.0,양호,맑음,499.0,콜미레이서,2019-04-13(7세),수,이선호,한국,빅스,서울경마공원
0,섬싱로스트,46388,080339,70145.0,1,13,서울마주협회장배(Grade2),20240519,1200,대상,일반,8,일반,4,53.7,16,4,72.0,16.0,양호,맑음,508.0,리걸조앤,2020-04-20(6세),수,정춘복,한국,한센,서울경마공원
0,컴플리트밸류,44137,080487,70053.0,1,15,서울마주협회장배(Grade2),20240519,1200,대상,일반,8,일반,6,53.7,16,6,72.3,16.0,양호,맑음,526.0,포트스덕션,2019-03-10(7세),수,장석영,한국,지롤라모,서울경마공원
0,태평히어로,47262,080417,70103.0,3,1,일반,20240519,1800,일반,일반,9,일반,5,3.0,9,4,119.4,9.0,양호,맑음,490.0,베네피셜프렌드,2021-02-20(5세),수,에스지이건설,한국,사우스비치,서울경마공원
0,히어아이엠,46954,080487,70175.0,3,3,일반,20240519,1800,일반,일반,9,일반,6,3.0,9,4,119.6,9.0,양호,맑음,450.0,검화,2021-03-03(5세),거,허훈,한국,투아너앤드서브,서울경마공원
0,물레방아,47319,080568,70108.0,3,7,일반,20240519,1800,일반,일반,9,일반,1,3.0,9,4,118.4,9.0,양호,맑음,513.0,매직아이,2021-03-10(5세),거,김경국,한국,투아너앤드서브,서울경마공원
1,질주천하,46894,080598,70161.0,2,1,일반,20240525,1300,일반,일반,2,일반,10,2.0,10,6,86.2,10.0,건조,맑음,459.0,깊은탄력,2021-03-28(5세),암,제일사료(주),한국,언캡처드,서울경마공원
1,신의운명,47543,080405,70225.0,2,2,일반,20240525,1300,일반,일반,2,일반,6,2.0,10,6,84.0,10.0,건조,맑음,472.0,로켓퀸,2021-04-02(5세),거,김진태a,한국,퍼지,서울경마공원
1,제라퀸,46686,080476,70177.0,2,4,일반,20240525,1300,일반,일반,2,일반,4,2.0,10,6,83.3,10.0,건조,맑음,457.0,제라진,2021-01-20(5세),암,하늬바람,한국,선더모카신,서울경마공원
1,한강캡틴,46893,080417,70094.0,2,5,일반,20240525,1300,일반,일반,2,일반,5,2.0,10,6,83.9,10.0,건조,맑음,533.0,레드화이트앤블루,2021-03-21(5세),거,조금제,한국,페더럴리스트,서울경마공원
1,피엔에스주,46776,080608,70145.0,2,10,일반,20240525,1300,일반,일반,2,일반,7,2.0,10,6,84.1,10.0,건조,맑음,439.0,주얼리파티,2021-02-26(5세),암,피엔에스홈즈,한국,파워블레이드,서울경마공원
0,호명퀸,51463,080473,70163.0,3,3,일반,20240525,1400,일반,일반,3,일반,94,9.8,10,5,,9.0,건조,맑음,442.0,금캐라,2021-03-12(5세),암,양일추,한국,티즈원더풀,서울경마공원
2,스마트삭스,46221,080339,70167.0,3,2,일반,20240525,1300,일반,일반,4,일반,1,11.4,11,5,81.9,11.0,건조,맑음,442.0,스마트어드바이스,2020-04-27(6세),암,김창식,한국,카우보이칼,렛츠런팜장수
0,민트플레이,50005,080515,70198.0,3,2,일반,20240525,1200,일반,일반,5,일반,4,4.5,9,5,75.4,9.0,건조,맑음,420.0,미들버그민트,2020-04-03(6세),암,조현영,한국,카우보이칼,태극호스파크
0,스톰가이,47273,080476,70108.0,3,8,일반,20240525,1200,일반,일반,5,일반,6,4.5,9,5,75.9,9.0,건조,맑음,509.0,플라워마운틴,2021-03-21(5세),수,임두인,한국,위드디스팅션,서울경마공원
1,사하라몬드,46873,080417,70094.0,3,9,일반,20240525,1300,일반,일반,6,일반,7,11.2,11,5,82.8,11.0,건조,맑음,466.0,바람꽃,2021-03-22(5세),거,(주)쎄쎄쎄,한국,언캡처드,서울경마공원
0,동진불패,1412243,080473,70163.0,3,2,일반,20240525,1400,일반,일반,7,일반,6,4.2,11,4,87.6,11.0,건조,맑음,482.0,북새명가,2021-05-03(5세),수,민규동,한국,파이널보스,서울경마공원
0,스틸플레이,46614,080602,70177.0,3,9,일반,20240525,1400,일반,일반,7,일반,7,4.2,11,4,87.6,11.0,건조,맑음,491.0,대싱플래티넘,2020-03-25(6세),수,조현영,한국,테스타마타,태극호스파크
0,원평타운,45302,080588,70148.0,3,10,일반,20240525,1400,일반,일반,7,일반,5,4.2,11,4,87.6,11.0,건조,맑음,519.0,시어리어슬리마인,2020-02-23(6세),수,김용재,한국,MO TOWN,서울경마공원
0,미스윈스타,45894,080476,70110.0,3,11,일반,20240525,1400,일반,일반,7,일반,4,4.2,11,4,87.5,11.0,건조,맑음,529.0,미스윈,2020-03-29(6세),수,송창오,한국,선더모카신,서울경마공원
2,성실대로,46818,080513,70265.0,3,5,일반,20240525,1300,일반,일반,8,일반,7,3.3,9,4,83.0,8.0,건조,맑음,488.0,행복을찾아,2021-03-28(5세),암,이동훈,한국,섀클포드,서울경마공원
2,티나케이,54020,080613,70149.0,3,7,일반,20240525,1300,일반,일반,8,일반,3,3.3,9,4,81.1,8.0,건조,맑음,462.0,JUST A BULLET,2021-02-03(5세),암,강경운,미국,KLIMT,서울경마공원
0,드림아일,53292,080417,70170.0,3,1,일반,20240525,1200,일반,일반,9,일반,4,3.5,11,3,73.6,11.0,건조,맑음,504.0,ISLE GET READY,2021-03-01(5세),수,배태곤,미국,FLAMEAWAY,서울경마공원
0,신의이름,52503,080122,70225.0,3,2,일반,20240525,1200,일반,일반,9,일반,8,3.5,11,3,74.3,11.0,건조,맑음,443.0,SNACK SHACK,2021-01-26(5세),거,김진태a,미국,PALACE MALICE,서울경마공원
0,선더드림,54033,080562,70149.0,3,7,일반,20240525,1200,일반,일반,9,일반,2,3.5,11,3,72.5,11.0,건조,맑음,467.0,THE MAGIC STONE,2021-04-22(5세),거,변갑한,미국,CLOUD COMPUTING,서울경마공원
0,이스트점프,54026,080582,70165.0,3,10,일반,20240525,1200,일반,일반,9,일반,6,3.5,11,3,73.9,11.0,건조,맑음,518.0,TABLE JUMPER,2021-04-26(5세),암,김영구,미국,CREATIVE CAUSE,서울경마공원
0,무한아르고,53723,080578,70197.0,3,2,일반,20240525,1700,일반,일반,10,일반,8,1.8,10,4,113.9,10.0,건조,맑음,469.0,MEMORIES FOR US,2021-05-01(5세),암,우태율,미국,OSCAR PERFORMANCE,서울경마공원
0,나노마신,52425,080614,70175.0,3,3,일반,20240525,1700,일반,일반,10,일반,5,1.8,10,4,113.1,10.0,건조,맑음,499.0,ABOUNDING LOVE,2021-04-29(5세),거,씨유네트워크,미국,GOLDENCENTS,서울경마공원
0,럭키파티,46791,080613,70164.0,3,6,일반,20240525,1700,일반,일반,10,일반,1,1.8,10,4,111.2,10.0,건조,맑음,504.0,몬스터퀸,2021-02-07(5세),수,럭키팜,한국,퍼지,서울경마공원
0,이스트웨스트,54011,080405,70165.0,3,8,일반,20240525,1700,일반,일반,10,일반,3,1.8,10,4,112.6,10.0,건조,맑음,498.0,ARCH OF TROY,2021-03-16(5세),거,김영구,미국,WEST COAST,서울경마공원
0,국대파이터,47079,080103,70152.0,3,9,일반,20240525,1700,일반,일반,10,일반,9,1.8,10,4,114.2,10.0,건조,맑음,466.0,쾌도신화,2021-03-30(5세),수,임한용,한국,프리덤차일드,서울경마공원
0,파워군주,54048,080473,70179.0,3,2,일반,20240525,1800,일반,일반,11,일반,1,2.6,11,2,116.0,11.0,건조,맑음,500.0,ONE NIGHT,2021-03-01(5세),수,박정재,미국,GHOSTZAPPER,서울경마공원
0,머스탱파워,44706,080339,70175.0,3,8,일반,20240525,1800,일반,일반,11,일반,8,2.6,11,2,118.3,11.0,건조,맑음,468.0,크리스털레거시,2019-04-20(7세),거,이영성,한국,아치아치아치,서울경마공원
0,월드참,45158,080608,70110.0,3,9,일반,20240525,1800,일반,일반,11,일반,7,2.6,11,2,118.2,11.0,건조,맑음,500.0,블랙탄,2019-04-17(7세),수,유성훈,한국,테스타마타,스타드팜
0,슈어윈,45240,080584,70096.0,3,10,일반,20240525,1800,일반,일반,11,일반,9,2.6,11,2,119.9,11.0,건조,맑음,423.0,매그니피센트마인,2020-02-13(6세),암,지성배,한국,BERNARDINI,서울경마공원
2,선더여걸,1412240,080476,70114.0,2,2,일반,20240526,1300,일반,일반,1,일반,2,2.2,10,6,83.0,10.0,건조,맑음,461.0,선주공주,2021-03-13(5세),암,조병해,한국,선더모카신,서울경마공원
